intl_class_cd,class_id,serial_no
016,1514122,74356688
042,1514223,74356780
042,1514646,74357158
005,1516969,74359254
028,1517647,74359855
042,1519168,74361173
039,1520547,74362361
025,1520721,74362516
029,1521579,74363283
007,1521824,74363473
009,1521825,74363473
011,1521826,74363473
014,1521827,74363473
037,1521828,74363473
042,1521829,74363473
032,1521910,74363544
042,1521960,74363589
025,1522287,74363872
037,1522288,74363872
041,1522289,74363872
042,1522290,74363872
042,1522317,74363892
014,1523492,74364924
009,1523632,74365055
042,1524548,74365869
009,1526833,74367832
014,1527267,74368205
030,1527773,74368632
035,1527927,74368774
001,1528143,74368954
017,1528144,74368954
019,1528145,74368954
003,1529459,74370165
016,1529678,74370360
009,1531455,74371901
013,1531498,74371936
036,1531499,74371938
028,1532500,74372850
030,1532634,74372971
023,1533301,74373576
024,1533302,74373576
025,1533303,74373576
027,1533304,74373576
009,1534587,74374724
009,1535617,74375689
028,1536953,74376878
016,1539229,74378934
030,1542435,74381835
042,1542754,74382124
041,1542871,74382235
041,1543205,74382546
016,1544138,74383361
016,1544970,74384105
018,1544971,74384105
016,1544972,74384106
018,1544973,74384106
030,1548219,74387052
042,1548376,74387188
041,1549240,74387947
025,1552590,74390968
021,1554333,74392549
037,1555250,74393389
009,1555251,74393390
041,1555252,74393391
042,1555876,74393927
041,1555998,74394050
025,1556695,74394682
025,1556696,74394683
030,1556976,74394934
018,1558863,74396612
025,1558864,74396612
042,1561365,74398881
009,1562418,74399825
003,1562682,74400073
025,1564764,74401914
032,1565523,74402635
009,1566927,74403880
007,1567504,74404412
042,1567941,74404795
030,1567976,74404827
010,1568044,74404891
030,1571127,74407640
038,1571806,74408227
025,1576050,74411922
016,1576507,74412331
025,1576597,74412410
028,1578655,74414253
009,1578936,74414504
028,1579104,74414661
029,1579358,74414879
025,1583039,74418163
033,1583483,74418551
033,1583484,74418552
030,1583924,74418920
009,1585002,74419871
025,1585889,74420657
032,1586115,74420860
039,1586760,74421445
020,1587138,74421797
030,1587208,74421859
042,1589930,74424252
036,1590668,74424908
009,1591104,74425315
035,1591112,74425320
041,1591113,74425320
016,1591121,74425329
016,1592123,74426204
018,1593578,74427527
025,1593579,74427527
042,1593827,74427748
032,1594705,74428518
025,1594970,74428751
015,1595744,74429451
042,1595745,74429452
042,1595746,74429453
041,1595845,74429542
030,1598209,74431623
030,1598810,74432165
036,1598886,74432232
025,1601009,74434099
039,1601524,74434569
029,1601852,74434868
030,1601853,74434868
031,1601854,74434868
032,1601855,74434868
028,1604933,74437608
028,1607161,74439594
025,1607162,74439595
029,1607192,74439625
041,1607535,74439925
031,1607704,74440082
001,1608095,74440425
041,1608599,74440884
041,1608600,74440885
001,1609087,74441310
035,1609088,74441311
041,1609100,74441315
039,1609101,74441316
035,1610689,74442728
025,1611763,74443661
025,1612160,74444001
003,1614446,74445990
014,1615031,74446502
018,1615032,74446502
025,1615033,74446502
025,1615034,74446503
014,1615035,74446504
018,1615036,74446504
025,1615037,74446504
041,1615850,74447231
042,1615851,74447231
029,1616228,74447574
042,1617947,74449092
025,1618019,74449159
018,1618039,74449178
025,1618040,74449178
042,1618892,74449903
041,1619291,74450266
012,1620370,74451184
030,1620669,74451454
030,1620670,74451455
042,1621152,74451894
042,1621418,74452127
032,1622027,74452673
014,1622954,74453503
041,1623117,74453643
005,1623288,74453780
032,1624329,74454690
033,1625598,74455822
009,1625750,74455960
035,1626806,74456837
031,1628673,74458528
007,1629938,74459684
042,1630660,74460341
033,1631211,74460832
028,1631441,74461037
029,1634127,74463392
016,1636742,74465709
032,1637099,74466033
009,1638834,74467595
029,1641274,74469807
032,1642123,74470560
028,1643000,74471352
028,1643012,74471365
036,1643210,74471547
029,1644345,74472540
030,1645318,74473432
042,1646952,74474909
041,1647948,74475809
016,1648553,74476352
032,1650139,74477747
021,1651466,74478965
032,1651876,74479329
039,1652533,74479927
029,1652534,74479928
036,1655078,74482159
018,1655318,74482383
025,1655319,74482383
039,1657496,74484295
005,1658704,74485386
037,1659159,74485800
020,1659270,74485891
030,1661702,74488012
030,1661705,74488015
035,1662188,74488449
033,1662770,74488910
028,1664121,74490104
007,1666037,74491786
019,1666339,74492060
027,1666340,74492060
001,1671990,74497087
031,1672145,74497211
025,1673596,74498416
041,1673859,74498648
041,1674071,74498837
021,1674606,74499318
032,1675189,74499855
029,1675214,74499873
031,1675552,74500164
031,1675556,74500168
016,1675760,74500363
033,1675887,74500460
033,1675890,74500463
035,1676859,74501342
041,1677623,74502037
031,1678894,74503178
031,1678899,74503182
028,1679022,74503303
016,1682769,74506604
031,1682983,74506792
007,1683376,74507148
009,1683377,74507148
011,1683378,74507148
014,1683379,74507148
042,1684412,74508017
028,1684547,74508129
025,1684548,74508130
030,1684734,74508288
028,1687806,74510941
042,1688414,74511504
009,1689106,74512103
016,1689107,74512103
041,1689108,74512103
042,1689973,74512852
028,1691540,74514242
030,1691651,74514342
042,1693241,74515711
025,1694626,74516888
030,1694630,74516892
038,1694840,74517081
031,1697126,74519074
014,1698095,74519919
037,1701069,74522551
032,1703568,74524714
035,1703902,74524980
032,1704710,74525697
030,1705412,74526318
029,1705443,74526345
032,1706349,74527120
032,1706910,74527587
036,1707277,74527910
009,1708030,74528574
006,1708397,74528860
003,1709430,74529768
007,1709857,74530132
009,1709858,74530132
011,1709859,74530132
014,1709860,74530132
037,1709861,74530132
042,1709862,74530132
036,1711025,74531163
042,1713387,74533205
042,1713686,74533480
001,1713888,74533659
024,1714192,74533929
025,1715785,74535308
009,1717801,74537043
028,1720115,74539045
014,1720871,74539708
024,1720872,74539709
025,1720873,74539710
003,1720874,74539711
039,1721522,74540266
039,1721530,74540274
016,1721601,74540340
018,1721602,74540341
028,1721603,74540342
009,1721608,74540344
034,1721614,74540349
016,1721765,74540478
009,1722070,74540740
041,1723353,74541859
030,1723620,74542082
009,1724503,74542826
009,1724773,74543053
003,1726429,74544484
008,1726864,74544878
017,1726865,74544878
020,1726866,74544878
036,1728176,74546020
012,1730139,74547697
007,1733011,74550193
028,1733667,74550774
030,1733788,74550888
030,1737910,74554497
030,1737911,74554498
009,1741426,74557490
016,1741427,74557491
041,1741428,74557492
009,1743287,74559104
030,1743952,74559686
030,1744036,74559751
025,1744077,74559783
009,1745320,74560838
009,1745854,74561326
025,1746307,74561727
024,1746308,74561728
028,1746336,74561751
016,1746337,74561752
003,1746338,74561753
009,1746343,74561755
014,1746344,74561756
034,1746345,74561757
018,1746389,74561793
009,1746747,74562088
029,1748192,74563410
029,1748193,74563411
041,1748799,74564019
041,1748848,74564062
025,1750365,74565524
003,1750559,74565690
034,1751334,74566479
016,1753025,74568084
017,1753026,74568084
032,1753349,74568378
009,1754162,74569140
016,1755097,74570041
030,1756299,74571126
008,1756593,74571370
016,1756594,74571370
021,1756595,74571370
009,1758649,74573254
042,1760525,74575042
009,1762150,74576584
035,1762609,74577016
003,1762976,74577361
009,1763639,74577990
009,1763640,74577991
041,1763868,74578219
028,1765164,74579411
042,1765538,74579744
009,1766742,74580822
032,1767860,74581919
001,1769647,74583595
003,1769648,74583595
030,1772201,74586010
009,1773423,74587143
016,1773424,74587143
021,1773425,74587143
025,1773426,74587143
042,1773427,74587143
009,1777695,74591025
015,1777696,74591025
006,1780068,74593256
029,1781670,74594750
028,1784207,74597143
005,1784821,74597731
028,1785872,74598746
028,1787010,74599740
032,1788484,74601113
025,1789099,74601696
010,1789110,74601706
009,1789112,74601708
042,1790153,74602585
030,1790585,74603004
030,1790677,74603090
030,1791020,74603423
031,1791181,74603570
035,1791661,74604036
028,1793686,74605804
028,1793688,74605806
025,1793844,74605940
016,1795937,74607899
016,1796843,74608686
028,1798201,74609911
041,1798707,74610389
028,1800457,74611981
038,1800787,74612302
009,1801163,74612653
028,1801164,74612653
009,1801165,74612654
028,1801166,74612654
030,1801503,74612980
016,1802323,74613723
020,1802324,74613723
021,1802325,74613723
028,1802326,74613723
003,1802672,74614074
009,1803015,74614373
040,1804664,74615940
006,1804673,74615949
016,1805465,74616640
031,1806706,74617750
032,1806707,74617750
028,1807315,74618298
030,1808679,74619536
018,1809594,74620367
016,1811015,74621652
005,1812076,74622594
041,1812661,74623123
035,1813588,74623907
030,1813814,74624105
042,1813815,74624105
025,1814068,74624334
030,1816722,74626659
007,1817350,74627245
031,1818059,74627882
033,1819167,74628821
031,1819440,74629053
006,1819791,74629353
037,1819792,74629353
030,1820544,74629983
009,1824048,74633012
032,1824239,74633189
032,1824240,74633190
032,1824243,74633193
016,1825937,74634653
042,1828435,74636886
028,1829006,74637414
009,1830555,74638752
029,1834321,74641973
029,1834502,74642136
016,1835922,74643451
021,1835923,74643452
024,1835924,74643453
025,1835925,74643454
028,1835926,74643455
029,1835927,74643456
014,1836095,74643594
003,1836214,74643692
003,1837597,74644854
004,1837598,74644854
005,1837599,74644854
016,1837600,74644854
032,1837890,74645069
014,1839732,74646679
007,1839971,74646874
009,1840734,74647551
028,1840735,74647551
041,1840736,74647551
009,1841317,74648049
020,1841462,74648180
035,1842397,74648971
028,1843988,74650399
042,1844228,74650613
016,1845342,74651552
031,1847282,74653273
011,1847296,74653286
042,1847784,74653731
003,1849424,74655161
041,1852245,74657631
032,1852603,74657946
037,1853637,74658878
030,1853638,74658879
009,1853861,74659073
029,1854095,74659270
030,1854604,74659716
038,1855066,74660120
016,1855509,74660501
016,1855770,74660733
003,1857190,74661972
030,1858475,74663077
016,1858523,74663117
041,1858524,74663117
030,1859596,74664043
021,1859875,74664292
025,1862207,74666306
009,1864671,74668424
041,1864672,74668424
029,1865021,74668738
003,1867277,74670721
041,1869736,74672896
031,1872436,74675284
031,1872536,74675379
031,1872537,74675380
030,1873194,74675921
031,1874087,74676695
020,1877091,74679339
029,1880755,74682529
030,1880756,74682529
032,1880757,74682529
032,1880798,74682566
007,1881449,74683130
009,1881450,74683130
006,1881700,74683317
038,1881701,74683317
042,1882635,74684151
042,1882638,74684154
029,1883424,74684853
030,1885373,74686511
028,1886809,74687784
041,1887720,74688581
041,1887721,74688582
030,1888023,74688843
042,1888661,74689399
022,1889029,74689731
032,1890055,74690610
009,1893814,74693839
028,1893938,74693951
028,1893939,74693952
016,1894855,74694709
022,1894856,74694709
007,1895076,74694914
041,1895893,74695623
014,1897112,74696698
003,1899909,74699142
006,1899910,74699142
014,1899911,74699142
016,1899912,74699142
021,1899913,74699142
025,1899914,74699142
028,1899915,74699142
034,1899916,74699142
042,1899917,74699142
030,1900841,74699922
030,1900989,74700028
032,1900990,74700028
025,1903174,74701933
035,1906596,74704887
037,1906597,74704887
039,1906598,74704887
042,1906599,74704887
030,1907401,74705597
041,1908874,74706847
042,1908875,74706848
025,1909104,74707043
042,1909226,74707153
003,1910822,74708555
018,1912781,74710275
021,1912782,74710275
003,1914429,74711737
042,1914807,74712060
041,1914808,74712061
025,1914809,74712062
042,1915670,74712825
042,1915685,74712835
009,1916219,74713264
029,1916254,74713294
030,1918259,74715001
009,1919525,74716101
035,1919526,74716101
028,1922036,74718252
042,1923121,74719217
031,1925592,74721280
042,1925593,74721280
031,1926197,74721804
042,1926198,74721804
031,1926201,74721806
032,1926202,74721806
042,1926203,74721806
006,1927976,74723346
009,1928019,74723389
030,1929109,74724347
009,1929241,74724469
041,1931075,74726118
035,1931666,74726586
039,1931667,74726586
005,1931892,74726774
017,1932166,74727006
020,1935917,74730190
041,1936787,74730948
009,1938832,74732698
030,1941600,74735134
009,1942065,74735542
020,1942068,74735545
033,1943720,74736956
025,1944672,74800465
024,1945163,74800875
025,1945164,74800875
025,1945192,74800899
024,1945239,74800937
025,1945240,74800937
025,1945688,74801284
041,1946755,74802064
042,1946756,74802064
018,1946876,74802146
020,1946877,74802146
022,1946878,74802146
024,1946879,74802146
025,1946880,74802146
028,1946881,74802146
041,1946882,74802146
010,1947764,74802720
012,1947765,74802720
025,1948015,75000065
018,1948021,75000070
025,1948022,75000070
025,1948031,75000077
035,1948966,75000880
028,1948975,75000884
042,1948976,75000884
025,1949316,75001181
041,1949317,75001182
003,1952741,75004088
030,1953075,75004373
016,1953252,75004530
003,1954105,75005294
016,1954708,75005803
004,1955125,75006182
005,1955126,75006183
033,1956792,75007626
032,1956793,75007627
032,1956794,75007628
032,1956826,75007662
032,1957425,75008159
032,1957428,75008163
042,1958495,75009157
032,1958603,75009242
028,1959168,75009723
030,1961939,75012161
028,1962068,75012282
001,1964092,75013962
025,1964093,75013962
030,1965001,75014731
036,1965902,75015533
003,1966108,75015717
036,1967019,75016505
030,1968246,75017544
021,1968586,75017833
024,1968860,75018086
009,1970150,75019206
011,1970151,75019206
009,1970248,75019291
027,1971205,75020068
041,1975346,75023579
005,1975510,75023721
033,1977384,75025346
016,1978044,75025916
016,1978492,75026305
016,1978493,75026306
029,1979544,75027244
041,1981416,75028829
016,1982471,75029762
030,1984050,75031116
032,1985391,75032265
003,1985715,75032540
036,1986672,75033352
030,1987572,75034159
030,1988182,75034684
033,1988910,75035280
021,1990835,75036973
026,1990836,75036973
030,1991766,75037785
033,1993842,75039606
009,1996773,75042102
014,1996774,75042102
042,1997512,75042731
041,1998101,75043212
009,1998655,75043709
001,2000333,75045163
030,2000591,75045389
041,2001805,75046386
021,2002880,75047328
028,2004235,75048539
018,2004283,75048573
025,2004284,75048573
041,2004285,75048573
042,2004286,75048573
030,2005159,75049272
028,2005730,75049791
028,2005972,75050025
016,2006024,75050079
018,2006025,75050080
009,2006026,75050081
014,2006027,75050082
025,2006029,75050084
030,2008300,75051968
009,2008631,75052258
006,2009197,75052732
019,2009198,75052732
032,2009306,75052831
011,2011985,75055128
009,2014593,75057336
030,2014598,75057341
032,2014599,75057341
029,2016259,75058840
029,2016260,75058841
028,2016779,75059278
033,2016870,75059359
030,2017616,75060014
030,2017618,75060016
009,2020838,75062745
030,2020853,75062758
030,2020859,75062763
009,2022092,75063858
025,2025528,75066788
010,2025836,75067064
042,2025837,75067064
025,2026061,75067246
030,2026669,75067764
011,2026672,75067772
025,2030065,75070767
039,2031050,75071614
041,2031051,75071614
042,2031052,75071614
039,2031969,75072335
041,2031970,75072335
042,2031971,75072335
028,2035114,75075067
009,2036877,75076573
042,2038698,75078207
025,2038793,75078296
030,2041651,75080743
009,2042059,75081106
003,2042818,75081780
030,2043112,75082034
016,2043476,75082353
028,2047283,75085643
024,2047319,75085677
030,2047611,75085918
036,2048294,75086546
036,2048528,75086760
036,2048529,75086761
009,2049281,75087416
030,2050424,75088389
042,2052616,75090296
016,2053071,75090701
029,2053086,75090713
025,2054083,75091585
042,2055803,75093044
021,2056702,75093820
024,2056703,75093821
041,2056705,75093823
025,2057003,75094056
041,2057006,75094058
028,2057108,75094150
036,2057266,75094276
030,2058915,75095658
016,2060130,75096671
009,2060618,75097085
016,2064632,75100592
025,2064685,75100639
031,2064749,75100690
034,2067136,75102761
031,2067887,75103446
016,2069605,75104872
001,2074596,75109190
031,2074719,75109299
032,2079187,75113143
029,2079188,75113144
005,2080659,75114429
005,2080681,75114447
009,2080862,75114616
016,2082321,75115824
042,2082539,75115992
009,2084350,75117537
041,2084351,75117537
041,2085656,75118660
013,2087166,75119968
042,2087473,75120225
042,2088680,75121282
025,2088897,75121488
030,2092549,75124619
030,2093595,75125513
009,2093990,75125840
025,2095519,75127083
029,2095778,75127308
003,2096370,75127799
033,2096478,75127899
016,2097108,75128450
033,2097827,75129088
035,2097955,75129198
041,2097956,75129198
003,2098169,75129357
030,2098353,75129524
035,2100587,75131399
006,2100739,75131519
014,2100740,75131519
016,2100741,75131519
018,2100742,75131519
021,2100743,75131519
026,2100744,75131519
028,2100745,75131519
029,2102189,75132797
030,2102190,75132797
042,2102610,75133128
009,2103345,75133757
014,2103346,75133757
036,2103462,75133862
042,2104424,75134710
030,2105765,75135821
009,2106895,75136753
018,2107691,75137431
031,2108151,75137816
009,2109433,75138955
041,2111184,75140407
016,2114335,75143048
007,2114810,75143472
020,2116572,75145030
028,2118738,75146840
039,2119404,75147410
032,2120463,75148302
041,2121028,75148800
028,2121029,75148801
016,2121031,75148803
025,2121036,75148808
042,2121948,75149633
024,2123569,75150939
030,2125375,75152453
042,2126046,75153037
030,2126324,75153275
042,2128870,75155470
005,2130685,75157049
014,2132077,75158241
018,2132078,75158241
025,2132079,75158241
009,2132963,75158999
016,2132964,75158999
025,2132965,75158999
028,2132966,75158999
038,2132967,75158999
041,2132968,75158999
028,2135240,75161018
009,2135241,75161019
028,2135242,75161019
025,2137057,75162537
029,2138775,75163991
016,2139802,75164793
024,2139803,75164793
027,2139804,75164793
007,2143231,75167754
028,2143415,75167901
025,2143416,75167902
025,2143418,75167904
028,2143420,75167906
029,2144407,75168696
041,2147181,75171107
035,2147185,75171111
041,2147188,75171114
035,2147189,75171115
009,2148290,75172034
016,2148291,75172034
041,2148292,75172034
009,2148621,75172314
016,2148902,75172528
042,2149869,75173354
016,2149944,75173431
042,2149965,75173450
042,2150313,75173726
025,2150850,75174194
030,2151436,75174704
035,2153679,75176611
025,2153787,75176704
029,2154057,75176941
030,2154434,75177269
025,2154845,75177634
036,2154846,75177635
032,2156397,75178952
032,2156398,75178953
036,2156616,75179144
005,2156715,75179223
028,2157450,75179870
041,2158077,75180405
009,2158263,75180545
042,2158268,75180550
016,2158511,75180767
041,2158512,75180767
005,2158704,75180939
028,2161288,75183119
030,2161289,75183119
018,2164032,75185423
025,2164033,75185423
003,2164034,75185424
032,2165432,75186591
014,2166240,75187260
014,2166248,75187264
041,2166263,75187277
016,2166266,75187279
035,2166267,75187279
041,2166276,75187288
042,2168337,75189047
035,2168341,75189049
041,2168342,75189050
032,2169298,75189876
032,2169313,75189893
030,2172911,75192946
009,2175398,75194988
029,2176124,75195572
009,2176696,75196104
035,2177095,75196463
035,2177712,75196987
042,2177713,75196987
035,2177715,75196989
042,2177716,75196989
035,2177717,75196990
042,2177718,75196990
027,2177720,75196992
041,2180536,75199417
041,2180537,75199418
036,2180716,75199575
039,2180717,75199575
042,2182840,75201331
035,2183708,75202078
042,2184544,75202799
028,2184863,75203089
035,2184864,75203089
036,2185554,75203704
042,2185831,75203950
042,2186304,75204357
007,2189987,75207444
006,2192159,75209234
003,2192591,75209593
010,2192592,75209593
021,2192593,75209593
035,2192594,75209593
042,2193926,75210779
029,2193944,75210794
006,2194786,75211473
028,2198150,75214349
009,2201905,75217592
009,2202399,75217994
035,2203240,75218720
037,2203241,75218720
042,2203242,75218720
035,2203249,75218725
037,2203250,75218725
042,2203251,75218725
035,2203252,75218726
037,2203253,75218726
042,2203254,75218726
035,2203366,75218817
037,2203367,75218817
042,2203368,75218817
035,2203730,75219125
042,2204395,75219700
035,2205491,75220655
037,2205492,75220655
042,2205493,75220655
030,2206345,75221380
035,2206346,75221380
042,2206347,75221380
030,2206348,75221381
035,2206349,75221381
042,2206350,75221381
028,2206825,75221771
042,2206904,75221839
016,2207286,75222186
020,2207287,75222186
021,2207288,75222186
024,2207289,75222186
034,2207290,75222186
042,2207291,75222186
028,2210445,75224635
025,2211737,75225728
028,2212027,75225955
032,2213142,75226892
003,2213586,75227270
036,2213614,75227298
028,2214167,75227753
016,2214168,75227754
041,2214170,75227756
015,2214171,75227757
009,2214172,75227758
036,2214228,75227805
036,2214229,75227806
036,2214255,75227825
041,2215932,75229296
030,2217471,75230647
029,2219107,75232045
032,2219108,75232045
016,2220277,75233016
016,2220535,75233237
035,2220536,75233237
029,2222955,75235333
028,2223479,75235794
016,2223480,75235795
038,2225958,75237854
041,2227305,75239054
025,2227368,75239116
041,2228049,75239733
041,2228050,75239734
028,2228051,75239735
016,2228052,75239736
016,2228055,75239739
032,2228319,75239963
032,2228320,75239964
032,2228321,75239965
036,2228354,75239996
042,2228992,75240563
032,2229706,75241171
032,2230236,75241612
025,2231205,75242439
009,2231285,75242518
001,2234101,75244876
003,2234102,75244876
005,2234103,75244876
030,2234104,75244876
031,2234105,75244876
033,2234613,75245330
033,2234614,75245331
033,2234615,75245332
033,2234616,75245333
033,2234617,75245334
033,2234618,75245335
033,2234619,75245336
030,2234794,75245478
009,2235128,75245774
030,2235541,75246126
042,2236236,75246659
041,2236529,75246897
030,2237791,75247986
030,2237983,75248151
009,2240952,75250607
016,2240953,75250607
025,2240954,75250607
028,2240955,75250607
041,2240956,75250607
038,2242959,75252334
041,2242960,75252334
035,2247559,75256199
033,2247987,75256568
029,2248050,75256621
041,2248078,75256649
028,2248079,75256650
016,2248083,75256654
025,2249103,75257558
028,2249108,75257563
041,2249113,75257568
025,2251134,75259272
041,2251322,75259422
042,2251323,75259422
042,2252636,75260526
021,2254953,75262500
021,2255033,75262572
035,2256671,75263923
035,2256672,75263924
003,2257361,75264501
005,2257362,75264502
016,2257901,75264931
042,2261072,75267604
004,2261344,75267828
011,2263512,75269632
030,2263513,75269632
009,2264936,75270848
003,2265476,75271311
029,2266923,75272550
025,2268456,75273868
032,2270025,75275179
035,2272405,75277269
042,2272406,75277269
032,2272921,75277716
001,2273590,75278269
005,2273591,75278269
001,2273592,75278270
005,2273593,75278270
035,2274294,75278891
035,2274295,75278892
009,2275276,75279686
011,2275277,75279686
027,2275278,75279686
030,2276114,75280363
029,2278385,75281770
035,2278837,75282149
042,2279174,75282446
036,2279909,75283031
002,2282589,75285225
004,2282590,75285225
005,2282591,75285225
018,2282592,75285225
020,2282593,75285225
022,2282594,75285225
028,2282595,75285225
038,2282596,75285225
041,2282597,75285225
003,2283167,75285647
005,2283168,75285647
006,2283169,75285647
009,2283170,75285647
014,2283171,75285647
016,2283172,75285647
018,2283173,75285647
021,2283174,75285647
024,2283175,75285647
025,2283176,75285647
028,2283177,75285647
030,2283178,75285647
031,2283666,75286009
041,2284718,75286900
042,2284769,75286943
021,2284885,75287044
026,2284886,75287044
028,2284887,75287045
028,2284889,75287047
009,2285121,75287249
019,2285542,75287585
036,2286217,75288164
028,2287996,75289631
028,2288008,75289639
028,2289162,75290635
035,2289561,75290975
036,2289680,75291081
035,2290167,75291503
008,2291102,75292292
009,2291103,75292292
021,2291104,75292292
028,2291105,75292292
034,2291106,75292292
009,2291334,75292483
009,2291760,75292849
028,2295169,75295681
009,2295289,75295775
030,2295996,75296378
025,2297166,75297372
034,2297181,75297387
035,2297504,75297675
032,2298660,75298670
036,2300029,75299851
009,2301270,75300821
038,2305755,75304503
032,2309237,75307398
009,2310525,75308465
042,2310780,75308681
009,2311002,75308857
016,2311003,75308857
018,2311004,75308857
021,2311005,75308857
024,2311006,75308857
025,2311007,75308857
018,2312910,75310470
009,2313989,75311361
009,2313994,75311366
042,2314022,75311391
029,2314071,75311437
016,2317048,75313935
040,2317049,75313935
042,2317050,75313935
032,2318079,75314810
021,2318700,75315360
009,2319316,75315869
041,2320347,75316731
023,2321317,75317559
041,2321345,75317586
025,2325529,75320979
018,2325948,75321301
003,2326663,75321898
010,2327184,75322314
031,2328872,75323741
036,2333400,75327546
008,2333427,75327570
009,2333428,75327570
016,2333429,75327570
020,2333430,75327570
024,2333431,75327570
028,2333432,75327570
034,2333433,75327570
028,2333474,75327601
039,2334554,75328509
029,2335200,75329049
037,2338253,75331669
041,2338277,75331691
042,2338278,75331691
003,2339097,75332423
003,2339098,75332424
035,2340875,75333913
036,2340876,75333913
037,2340877,75333913
038,2340878,75333913
039,2340879,75333913
040,2340880,75333913
041,2340881,75333913
042,2340882,75333913
030,2340917,75333941
032,2340918,75333941
033,2340919,75333941
042,2340920,75333941
025,2340990,75333989
035,2340991,75333989
038,2340992,75333989
039,2340993,75333989
041,2340994,75333989
025,2342303,75335066
014,2342502,75335239
016,2343264,75335914
021,2343265,75335914
035,2343266,75335914
037,2343267,75335914
038,2343268,75335914
041,2343269,75335914
042,2343270,75335914
042,2346141,75338331
030,2358837,75349041
035,2358838,75349041
042,2358839,75349041
030,2361057,75350911
042,2361547,75351351
031,2365184,75354402
032,2365417,75354599
035,2367131,75356042
007,2369561,75357973
030,2369781,75358147
030,2369782,75358148
029,2370177,75358470
030,2370178,75358470
030,2370179,75358471
009,2372299,75360156
016,2372300,75360156
021,2372301,75360156
030,2372302,75360156
038,2372303,75360156
041,2372304,75360156
031,2373478,75361171
031,2373479,75361172
041,2374365,75361925
041,2376950,75364095
032,2376998,75364129
009,2378917,75365696
003,2379238,75365950
018,2379984,75366585
028,2380468,75367000
030,2382822,75369025
003,2384562,75370436
006,2384563,75370436
008,2384564,75370436
009,2384565,75370436
011,2384566,75370436
012,2384567,75370436
014,2384568,75370436
016,2384569,75370436
018,2384570,75370436
020,2384571,75370436
021,2384572,75370436
024,2384573,75370436
025,2384574,75370436
026,2384575,75370436
027,2384576,75370436
028,2384577,75370436
030,2384578,75370436
003,2384592,75370445
006,2384593,75370445
008,2384594,75370445
009,2384595,75370445
011,2384596,75370445
014,2384597,75370445
016,2384598,75370445
018,2384599,75370445
020,2384600,75370445
021,2384601,75370445
024,2384602,75370445
025,2384603,75370445
027,2384604,75370445
028,2384605,75370445
030,2384606,75370445
032,2385755,75371383
016,2386962,75372388
041,2386963,75372388
016,2387562,75372911
025,2387563,75372911
003,2389725,75374728
031,2389989,75374955
035,2390353,75375263
042,2390874,75375689
016,2391004,75375800
041,2392067,75376683
035,2394356,75378609
032,2397879,75381563
001,2398186,75381831
009,2398533,75382107
009,2398534,75382108
042,2399018,75382517
042,2399545,75382973
030,2406828,75389175
032,2408658,75390691
009,2408945,75390931
028,2411383,75392974
035,2412257,75393703
028,2413198,75394509
035,2415758,75396614
030,2416170,75396959
041,2418154,75398642
014,2418161,75398649
016,2418162,75398649
018,2418163,75398649
025,2418164,75398649
009,2419656,75399889
025,2420641,75400737
030,2421069,75401099
005,2421576,75401533
016,2421843,75401755
035,2424110,75403690
035,2424111,75403691
003,2428116,75407078
009,2428117,75407078
012,2428118,75407078
014,2428119,75407078
016,2428120,75407078
018,2428121,75407078
025,2428122,75407078
028,2428123,75407078
009,2428674,75407516
003,2428675,75407517
016,2428679,75407521
009,2428735,75407566
041,2428736,75407567
030,2428737,75407568
020,2428741,75407572
021,2428742,75407573
018,2428781,75407600
014,2428782,75407601
032,2430212,75408758
035,2431340,75409654
038,2431341,75409654
035,2432330,75410481
030,2434740,75412401
042,2434987,75412597
030,2436891,75414259
011,2437451,75414728
030,2437452,75414728
011,2437707,75414913
033,2439756,75416611
030,2440636,75417391
041,2444598,75420694
030,2445371,75421302
034,2446545,75422261
030,2447257,75422901
025,2448508,75423988
039,2450839,75425845
041,2450840,75425845
042,2450841,75425845
041,2451317,75426176
025,2451985,75426727
035,2452313,75427005
038,2452314,75427005
021,2453617,75428142
021,2453618,75428143
016,2454252,75428652
028,2454253,75428652
032,2455688,75429852
038,2459256,75432890
038,2460002,75433471
009,2460861,75434211
025,2461575,75434815
006,2461642,75434873
008,2461643,75434873
032,2464341,75437193
032,2465690,75438317
041,2465874,75438480
016,2467221,75439582
009,2467556,75439851
039,2468060,75440243
003,2470138,75441991
009,2471571,75443217
028,2472890,75444277
030,2474087,75445251
009,2474161,75445310
009,2474389,75445470
025,2475600,75446501
014,2475601,75446502
018,2475602,75446502
025,2475603,75446502
041,2477155,75447795
028,2477326,75447938
030,2478447,75448874
010,2487695,75456557
030,2487896,75456725
005,2488286,75457057
032,2489412,75457991
032,2489413,75457992
035,2491231,75459482
035,2493647,75461496
010,2494475,75462158
005,2494648,75462310
032,2495552,75463075
041,2496131,75463573
018,2497030,75464288
022,2497031,75464288
024,2497032,75464288
025,2497033,75464288
028,2497034,75464288
041,2497035,75464288
005,2500429,75467136
031,2501122,75467718
030,2505241,75471184
009,2505658,75471549
016,2507366,75472961
028,2507373,75472969
019,2508005,75473479
025,2508169,75473627
041,2508613,75473977
025,2512042,75476854
030,2516499,75480500
030,2516977,75480888
004,2518074,75481741
028,2520978,75484167
028,2522979,75485786
041,2527677,75489677
035,2531990,75493259
041,2531991,75493259
043,2531992,75493259
